formula,gen,out_of_range,tc_ideal_K,tc_hw_K
Nd5.53Ca0.18Cu0.96O0.94,cuprate,False,30.21,28.66
Y5.61Ba3.08Hg3.51Si2.6,random,False,19.44,18.08
Bi4.63Cu0.53O3.06,cuprate,False,6.09,5.86
F1.07Se4.07Si1.12,random,False,5.01,4.88
Hg1.48Cu2.27O2.15,cuprate,False,39.25,38.04
Co5.92Te5.59,random,False,2.79,2.92
Tl5.32Cu1.85O5.27,cuprate,False,23.18,21.9
Fe5.81Cu1.38,random,False,7.97,8.06
Cu3.4O1.05Mo4.2Co3.36Y1.33,random,False,22.52,22.19
P5.05Mo3.12,random,False,5.76,5.27
Y3.49Bi5.04Cu3.9O4.79,cuprate,False,25.31,24.06
Mg1.61B4.97Mo2.19Se4.14Sb0.95,random,False,11.47,11.98
Fe3.85Se2.92Bi5.12,iron,False,4.83,4.48
Ni4.93B0.49Ca1.35,random,False,12.03,10.43
Ca2.33Cu5.59O2.19,cuprate,False,37.03,31.99
Fe2.55Se1.22Bi2.71,iron,False,5.08,11.63
Fe1.67As1.04Nb3.47La1.91,random,False,6.41,6.48
Rb3.27K2.06As3.73,random,False,3.57,3.64
Ba2.98Tl1.81Cu3.42O5.66,cuprate,False,60.84,58.57
Fe3.46P3.27Nd5.31,iron,False,7.03,6.38
Fe5.39P0.28Y1.81,iron,False,11.66,10.71
Ge5.99H2.44Tl5.95,random,False,6.82,6.61
Rb3.96B2.19,random,False,8.59,9.03
Fe4.41Se2.55Y2.78,iron,False,9.74,9.43
Ca2.38Nd2.02Cu2.92O5.69,cuprate,False,54.43,48.03
Fe4.05As5.79Ba5.67,iron,False,7.78,8.22
Ba5.09Cu2.8O3.58,cuprate,False,45.02,42.13
Tl2.7Nd5.48Cu0.85O3.28,cuprate,False,32.14,31.54
Hg2.98Cu4.95O0.15,cuprate,False,29.46,27.33
V1.17Bi0.79,random,False,2.86,2.86
Fe3.67Te1.37B0.95,random,False,7.56,7.36
Fe3.58Te1.53Bi3.36,iron,False,4.39,4.73
Nd3.29Cu3.97O5.49,cuprate,False,29.16,28.77
Bi0.49Cu3.47O5.1,cuprate,False,14.55,14.14
Mo5.73F3.41Se2.13Sn2.19,random,False,7.43,6.29
Pb1.33O4.17Rb4.54Bi2.75Sn1.42,random,False,8.44,8.74
Ba0.19Cu4.43O3.11,cuprate,False,39.78,37.57
Fe2.98C4.21Ca1.52Zr3.5Mg4.87,random,False,19.43,19.1
S0.25Se0.12Ni0.51,random,False,2.98,3.1
Ba2.57Cu2.56O1.74,cuprate,False,44.53,39.18
Y4.86Cu5.25O0.54,cuprate,False,30.11,31.08
Ca2.74Cu0.43O3.69,cuprate,False,45.43,40.86
Ca2.02Si4.99S2.11Hg1.85Ti0.75,random,False,18.1,18.03
Fe1.23Se0.48Sn0.94H1.75K4.65,random,False,19.8,19.47
S4.01As1.71Ge5.69P5.13,random,False,5.01,4.94
Sr0.18Bi1.84Cu4.47O4.24,cuprate,False,31.34,29.68
Ni1.7K5.17Sr5.91V1.23Y2.14,random,False,5.62,6.0
Mg4.05As2.16,random,False,7.67,7.81
Tl1.15Ba2.37Cu0.86O3.43,cuprate,False,54.6,55.23
Sr3.22Cu5.7O2.19,cuprate,False,39.9,38.06
S3.36K3.08Sn3.11,random,False,3.61,3.56
Sr3.11Rb1.94Cu3.87,random,False,6.62,6.27
Bi0.47Cu3.59O1.84,cuprate,False,18.31,18.47
Ni4.05Ba3.98C1.72,random,False,9.93,10.03
K1.58Si4.24As4.42Ca0.49,random,False,7.57,7.45
Nd5.81Ba3.81Cu1.75O1.48,cuprate,False,41.41,37.41
Y0.8Nd0.65Cu3.66O4.64,cuprate,False,41.82,38.16
Sr1.56Ba0.63Cu5.57O0.46,cuprate,False,34.02,29.2
Si4.41Se5.57S5.48Ca5.66Nb0.55,random,False,12.21,12.43
La4.18Cu5.46O5.91,cuprate,False,29.96,26.77
Nb3.24Y4.13Ba1.42As5.74,random,False,6.93,6.6
Fe1.55K2.42F4.29Ba1.26As4.47,random,False,22.77,20.29
Fe2.59Te0.11Tl1.23,iron,False,5.49,5.16
Ni0.16Ba5.57B0.56La1.1,random,False,10.74,9.03
H5.76Si5.39Tl2.78,random,False,7.55,7.51
Mg2.35La3.29Co5.88As5.69K3.11,random,False,7.97,16.89
S4.04As2.3,random,False,3.62,3.56
Zr0.99Se2.71Cu3.66V5.24,random,False,15.67,15.02
Fe0.86As2.33Ca2.09,iron,False,9.85,9.7
Mg2.91Ni5.93As5.02C1.88Mo4.45,random,False,7.42,7.81
Hg5.37C3.41Ba1.6Si4.45,random,False,10.99,11.21
H3.94Sn3.32Y5.56As2.91Fe4.15,random,False,15.26,14.81
La1.34Cu3.25O5.77,cuprate,False,26.52,24.61
Tl5.16Bi5.31Cu0.93O0.42,cuprate,False,15.23,13.49
Nb2.87Ti0.33,random,False,7.82,7.82
La2.45Ba2.63Cu5.83O1.4,cuprate,False,48.27,44.8
Sr5.42Cu0.38O3.31,cuprate,False,35.88,30.77
K0.57V1.19La2.1,random,False,2.7,2.75
Hg0.38Nd5.06Cu5.35O5.44,cuprate,False,53.14,49.77
Sr5.36B5.8,random,False,12.23,11.71
P3.09K1.99F2.53Co3.81Mo0.7,random,False,14.91,13.78
K1.14Sb3.9,random,False,2.18,2.97
Co5.98Hg4.38Nb3.43Cu5.33Sn3.39,random,False,13.38,13.06
Fe0.44Se3.41Tl4.16,iron,False,4.81,4.9
Tl3.36K3.02Hg1.64,random,False,4.62,4.95
Zr1.34Co0.27,random,False,7.19,6.96
Fe1.59P1.82Hg4.92,iron,False,7.93,8.04
Tl2.71Ca2.37Cu4.03O1.01,cuprate,False,43.84,41.74
B3.24Tl0.52,random,False,9.89,9.18
Mo2.88C3.75Bi4.18Ni4.25,random,False,5.0,5.03
Fe5.69As3.98Nd5.04,iron,False,5.67,24.21
K2.72Bi2.56,random,False,2.19,2.55
Y5.98Cu5.74O0.46,cuprate,False,29.35,28.2
Pb5.99Sr1.05,random,False,2.76,2.72
Si3.68Y1.63Se2.98Cu2.56Tl1.72,random,False,14.8,14.29
Fe3.16Te3.61La4.48,iron,False,4.96,4.56
Fe0.84Te3.57Hg4.35,iron,False,5.92,5.95
Ca5.18Cu4.96O4.63,cuprate,False,42.8,39.35
Pb4.72Rb0.16Se0.43Sr0.44,random,False,5.59,5.69
Pb0.71F1.36Sr0.39Ba3.24,random,False,31.28,30.31
Bi0.3Se2.85Sb2.2Mg1.26,random,False,8.57,8.11
Fe5.52Se5.65Tl2.16,iron,False,6.73,6.66
H1.72Ni1.75,random,False,6.44,6.63
K0.9Mg4.55Y1.39,random,False,4.44,4.5
Ba1.36Sr3.0Cu0.51O4.48,cuprate,False,59.52,54.55
Te1.92As4.44Sn2.73,random,False,3.31,3.09
B2.23S5.69Sb2.73,random,False,4.23,4.29
Ca0.65Cu5.81O5.87,cuprate,False,37.44,34.03
Nd5.01Cu5.61O1.74,cuprate,False,29.92,27.46
Fe3.41As2.77Nd5.74,iron,False,5.39,5.25
Bi1.09Rb5.31As3.46O5.93,random,False,8.87,8.73
Sb4.04Bi3.37,random,False,1.98,2.07
Fe3.07Se1.22La5.75,iron,False,6.81,6.19
S5.6Rb1.07H4.03B5.74,random,False,7.63,7.86
Fe2.39Te5.42Hg2.3,iron,False,6.38,6.05
Ge4.94B4.51Zr3.01P5.69,random,False,9.84,16.73
Fe2.38P2.33Ca0.79,iron,False,12.97,12.03
Y3.62Cu5.65O1.01,cuprate,False,32.19,28.92
Y2.95Hg0.9Cu1.74O2.61,cuprate,False,55.99,52.9
Fe4.65As1.52Ba0.65,iron,False,9.09,8.82
Y4.35Nd5.59Cu3.73O0.25,cuprate,False,35.7,33.62
La1.51Mo5.69Rb5.36,random,False,2.56,2.72
Fe4.79Te5.63Ba4.65,iron,False,8.37,8.13
Nd3.22Cu4.93O2.04,cuprate,False,31.8,31.93
Fe2.2As0.95Nd4.42,iron,False,5.7,5.59
Co1.36S4.38Mg4.04,random,False,11.03,11.14
O0.79K3.48,random,False,16.81,16.53
Tl3.58La1.99Cu4.62O2.09,cuprate,False,41.75,36.99
La3.4Cu4.18O1.9,cuprate,False,30.7,28.99
Bi5.28Cu0.8O5.45,cuprate,False,5.76,5.61
P3.08S0.27,random,False,3.38,3.56
V1.57Mo1.19Ti4.45Sn1.09,random,False,7.31,7.53
Sr2.37La3.47Cu5.21O1.21,cuprate,False,45.74,43.82
K0.71La2.7Sr4.17Se5.54,random,False,7.23,6.79
Ca5.09Hg3.83Cu3.94O1.9,cuprate,False,50.17,39.21
Fe5.59Te2.57Sr2.9,iron,False,9.52,9.58
Fe2.84As3.19Hg2.11,iron,False,7.3,7.11
Fe1.05P4.89Tl2.21,iron,False,5.64,5.79
Te2.96O0.28Ba2.36Si1.04,random,False,9.97,10.06
As5.52Sr5.78B5.27,random,False,9.61,9.76
B5.59As2.51V4.49Si2.5Ba2.11,random,False,17.65,25.31
Bi1.24Cu5.92O5.17,cuprate,False,16.28,16.68
Nb4.01Pb4.26,random,False,2.26,2.26
Si2.63Rb5.9Hg2.25As0.15,random,False,13.87,14.02
Tl1.75Cu4.33O1.41,cuprate,False,31.03,30.15
Se1.19Ni1.41Rb2.42Co3.58Sn5.36,random,False,4.38,4.38
Fe2.66As5.61Y1.81,iron,False,7.04,6.8
S4.73Tl1.49Fe5.87,random,False,8.43,8.24
Hg4.53O4.07Tl3.79Cu4.65K2.56,random,False,66.31,65.9
Zr5.86As5.56Fe1.21Tl2.13,random,False,7.56,7.73
Hg3.75Bi0.98Cu5.11O0.74,cuprate,False,36.85,34.23
Y5.62Sr5.98,random,False,2.78,2.99
Fe2.13P5.73Bi0.12,iron,False,7.61,7.1
Fe1.95As2.96Sr4.71,iron,False,7.12,6.92
Ge1.19Ni3.7Co1.36Mo4.13,random,False,2.88,2.86
La3.88Cu4.4O1.04,cuprate,False,28.83,27.57
Fe0.69P1.52Bi0.29,iron,False,7.12,7.54
Mg0.59Ba5.34Si1.5Ca5.9Y4.07,random,False,17.38,17.64
Y3.4Ba2.42Cu2.72O4.78,cuprate,False,58.9,54.03
Tl4.31Sr4.12,random,False,2.64,2.98
Ca2.48Ge4.45Nb1.94Pb3.16Hg0.67,random,False,11.93,12.07
Co0.65Nb3.02Si3.29Pb2.26Mo5.94,random,False,7.05,7.23
Fe3.58As3.43Sr5.44,iron,False,7.13,6.54
Fe3.17Hg2.94Tl1.45O4.05P3.91,random,False,21.75,18.27
Bi2.35Hg0.11Cu5.3O4.37,cuprate,False,30.75,29.12
Y2.83La1.73,random,False,2.81,11.03
Nb4.86Mo4.17V3.61Si0.99,random,False,6.88,7.07
Ge4.25Bi0.39Sb5.83,random,False,2.48,2.71
Fe0.81Se1.31Tl3.47,iron,False,5.03,4.97
Sr1.05Ba4.1Cu5.57O0.75,cuprate,False,38.47,36.92
Ca3.23Hg3.96Cu5.9O2.39,cuprate,False,51.78,51.04
Bi1.76Cu3.81O1.41,cuprate,False,15.01,14.5
Bi1.72Ba5.73Cu5.55O0.78,cuprate,False,44.05,42.91
Ti4.07C5.81Se0.97Fe4.29,random,False,9.02,9.22
B3.3La0.69Sr3.12Ge0.67As0.4,random,False,14.22,13.9
Ni2.06Tl3.88,random,False,2.32,2.52
La2.06Sb0.65Mo3.41F2.08Ba3.19,random,False,19.92,18.24
Ba3.61Cu4.34O2.47,cuprate,False,44.1,41.0
Bi0.45Cu0.33O3.33,cuprate,False,5.95,5.73
Ca0.54Ba5.1Cu5.97O2.05,cuprate,False,43.54,41.03
Bi1.54Cu4.07O4.9,cuprate,False,12.99,12.89
Tl5.57Bi3.78Cu2.57O0.14,cuprate,False,18.93,17.84
Se5.4V3.1,random,False,3.3,3.07
Fe5.06Pb1.72,random,False,3.56,3.98
Mo5.13Fe3.78Zr0.28Ge4.41Hg1.67,random,False,10.88,9.59
Sb1.4Tl0.29,random,False,2.07,2.11
Te4.81Mg1.92,random,False,4.49,4.48
Fe2.86Te4.67La2.45,iron,False,4.74,4.53
Co5.34O3.8Pb4.68Sn5.08Y3.84,random,False,15.21,14.77
Y0.22La4.74Cu0.38O3.79,cuprate,False,24.09,22.54
Sr5.57Cu2.48O4.04,cuprate,False,43.42,33.83
Fe3.09As5.55Hg4.18,iron,False,6.86,6.99
Fe2.31Se4.86La1.99,iron,False,5.54,5.55
Ni3.96Cu2.03Mg5.32,random,False,8.01,8.11
Ba0.67S5.85K2.88As0.36Sn1.4,random,False,6.34,6.09
La1.61Tl5.06Cu1.53O3.65,cuprate,False,32.13,31.14
Fe5.2Se5.73Sr2.06,iron,False,9.09,9.03
Fe2.55V0.53Ge4.69Zr3.08,random,False,7.6,6.76
Sr0.4Cu0.19O4.04,cuprate,False,25.16,24.43
Mg2.03Zr2.04B3.51La0.76,random,False,15.57,13.69
Sr1.21Zr5.19,random,False,4.62,4.54
Co1.95Fe0.38Zr5.53O3.48,random,False,16.46,16.46
Hg3.99Cu5.44O4.05,cuprate,False,37.55,37.07
Hg5.53Cu2.87O4.64,cuprate,False,34.32,30.25
Ba5.74Tl2.84Cu1.4O2.48,cuprate,False,49.12,48.59
Nd2.12Cu2.2O5.71,cuprate,False,23.9,21.55
Fe3.55As0.23Hg3.74,iron,False,7.79,7.56
O2.35Sr3.84Ba3.26,random,False,30.69,29.43
Hg2.11Bi5.63Cu0.47O1.88,cuprate,False,17.99,18.04
Cu3.25Rb4.17P5.85K0.41C1.08,random,False,17.63,15.39
Y3.41Ca2.19Cu4.52O5.99,cuprate,False,56.09,50.58
V1.78Ge1.91Ni1.8,random,False,2.72,2.51
Ba2.4Cu1.06Ge1.2Mg1.51,random,False,20.17,19.72
Rb2.93F5.52,random,False,13.69,14.36
Hg3.97Ba2.13Cu2.94O4.89,cuprate,False,66.55,61.13
Hg5.39Tl1.63Cu1.93O4.41,cuprate,False,49.09,43.28
Bi2.78Ca2.84Cu5.73O0.77,cuprate,False,35.67,32.84
Sn0.64V0.63,random,False,2.45,2.72
Nd1.07Cu4.04O5.08,cuprate,False,29.86,29.71
Tl4.79Zr5.41Sb3.66Nb4.13,random,False,4.02,4.19
Ca2.34Tl1.42Cu0.29O1.88,cuprate,False,50.86,46.93
Nd1.48Cu3.86O2.81,cuprate,False,33.1,31.71
S1.76O3.9Ni1.71,random,False,3.53,3.43
Fe2.21Te5.28Nd5.04,iron,False,4.61,4.7
Fe5.55P5.4Ca5.53,iron,False,15.33,13.67
Fe5.12Te1.31Bi5.52,iron,False,4.27,4.18
Sr1.18Bi0.23,random,False,3.88,4.17
Tl0.9Ba4.78Cu0.34O1.19,cuprate,False,39.91,37.41
Nd4.34Hg1.45Cu5.03O0.11,cuprate,False,40.33,37.55
Fe1.59Te5.77Sr5.02,iron,False,7.04,7.03
Mo3.75Fe4.68Ge3.11,random,False,4.38,4.45
La1.22Se1.58Zr5.54Te2.54Si0.2,random,False,9.5,9.23
Ca0.97Cu2.12O4.48,cuprate,False,42.25,40.53
Ba3.53La2.26Cu1.2O2.76,cuprate,False,49.1,46.05
Hg0.4Sr2.0Cu3.51O3.53,cuprate,False,62.1,51.67
Bi1.22Cu3.57O0.16,cuprate,False,12.8,13.0
H0.63Tl2.55,random,False,7.06,6.75
Y3.13Hg1.79Cu3.15O0.77,cuprate,False,46.82,42.98
Bi2.86Zr3.08Ge4.24,random,False,3.85,4.37
K3.99Pb1.86,random,False,2.75,3.08
Fe5.84As4.15Ca4.87,iron,False,9.29,21.16
S1.97Si0.17H1.33Fe3.47,random,False,7.95,7.91
Ge2.48Se1.34Mo4.27La4.0,random,False,6.06,5.66
P5.46Ni1.99B3.42Pb4.29,random,False,5.76,6.15
Nb1.29La0.79S2.03,random,False,4.18,4.27
Y1.17Bi5.55Cu3.37O4.92,cuprate,False,18.95,18.83
P1.06Mg0.64Te4.81Si1.2,random,False,5.91,5.53
H4.84Sr3.29,random,False,16.67,16.07
B1.67Ni3.6Cu0.99Y0.54Mo1.41,random,False,10.27,10.14
Fe5.92P1.36Nd5.44,iron,False,8.45,8.41
Fe5.47Se4.21Tl0.55,iron,False,7.39,7.07
Y1.05Cu3.17O5.38,cuprate,False,32.84,31.17
Fe3.65As2.1La0.83,iron,False,6.58,5.85
Bi0.76Cu2.0O3.0,cuprate,False,12.12,11.09
Rb2.73Zr1.74O3.8Ni3.34H1.96,random,False,17.29,17.93
Fe2.66P2.17Y4.89,iron,False,9.59,9.63
Bi2.03Cu1.69O1.76,cuprate,False,10.39,11.28
Tl5.07Ni4.3Sr2.39F5.69Nb5.02,random,False,18.68,18.09
Ca5.31Mo1.62,random,False,5.06,5.08
Y4.94Cu3.75O4.84,cuprate,False,35.74,30.22
Fe3.13Te3.28Sr2.85,iron,False,8.11,8.0
Sr2.69Ba4.26Cu4.17O3.68,cuprate,False,55.06,52.46
Ge3.53Se4.73Rb0.75Mo0.9S1.72,random,False,4.64,4.27
Ca4.13Ba4.91Cu2.84O1.36,cuprate,False,43.52,38.79
Y1.95Cu3.01O1.59,cuprate,False,36.29,34.21
La2.85Cu4.56O0.6,cuprate,False,27.87,29.88
Y5.97Ca2.3Cu5.84O3.08,cuprate,False,48.02,44.83
Hg2.48Cu4.49O1.57,cuprate,False,35.35,35.0
Rb3.31Bi5.27P2.97Zr2.91,random,False,4.55,4.79
Fe4.78Sb3.83Se1.78Mg3.49,random,False,12.09,11.51
Fe1.67Se4.92Tl5.53,iron,False,5.05,4.76
Tl1.69Cu1.29O1.26,cuprate,False,27.88,28.09
Hg1.38Sr1.95Cu1.05O3.48,cuprate,False,67.06,59.94
Fe5.77Sb0.39,random,False,6.53,6.4
Mg5.51Sn4.12Nb4.83Pb4.19Ba5.59,random,False,9.02,8.61
Y1.9Ba5.07Cu2.78O5.15,cuprate,False,57.38,52.62
Ca5.21La4.73Cu2.08O2.41,cuprate,False,46.21,44.22
Ca0.57Ba2.61Cu3.25O3.64,cuprate,False,58.03,54.66
Hg3.6Ca1.94Cu3.92O1.36,cuprate,False,49.17,47.24
S0.25La3.57,random,False,3.44,3.37
Bi3.83Cu1.29O2.71,cuprate,False,7.82,8.05
Te5.88Bi1.89S4.37Sr4.26,random,False,6.75,6.55
Fe0.39Nb5.55Ni3.23Zr0.88,random,False,3.85,3.72
La2.66C1.74Co4.67Se4.26,random,False,6.11,6.05
Mg2.63Sn4.57Sb4.5,random,False,4.15,4.35
La1.04Bi1.58Cu5.06O3.82,cuprate,False,26.85,26.73
Ge2.11C0.27,random,False,7.26,6.75
Tl4.58La5.49Cu0.79O1.05,cuprate,False,28.41,26.83
Sr0.55Te3.15Cu1.96As5.64Bi5.5,random,False,12.53,11.85
Tl5.87Cu2.67O2.47,cuprate,False,24.42,22.06
Ca3.96La0.76Cu3.75O2.32,cuprate,False,50.96,35.59
Nd2.65Ca5.27Cu2.18O1.06,cuprate,False,43.43,42.36
Y4.56Cu2.96O4.07,cuprate,False,35.13,32.81
Ba4.0Cu3.72O3.29,cuprate,False,46.49,44.44
Nd3.38Cu4.57O1.17,cuprate,False,30.01,30.34
Ni1.82Mo2.23,random,False,2.53,2.53
Mg3.99Zr3.44Ti2.96,random,False,8.6,8.28
La4.24Ba3.25Cu1.09O0.51,cuprate,False,37.91,35.75
Tl5.12Sr3.8Cu4.13O5.25,cuprate,False,53.6,52.67
Ti3.2Nb5.64,random,False,5.88,6.23
B2.91As0.57,random,False,7.78,7.71
Fe0.37Se0.52Tl5.74,iron,False,4.57,4.38
Tl3.76Hg4.59Cu1.82O4.39,cuprate,False,48.28,43.63
Y2.7Cu1.07O3.1,cuprate,False,32.14,30.39
Ca0.16Cu3.08O1.01,cuprate,False,31.34,31.68
Mo1.38F2.9Pb1.36Mg1.24,random,False,13.01,12.45
Fe5.54As5.82La3.57,iron,False,5.81,6.41
Sn5.79Y4.8,random,False,2.89,2.97
Sr5.65Ti3.68,random,False,3.44,3.66
Fe5.87Cu3.28F3.01As2.59,random,False,16.7,15.52
Bi3.66Ni3.86,random,False,2.07,2.2
Fe2.25Te5.87La0.43,iron,False,4.01,4.18
Y3.42Se4.81V0.83,random,False,4.78,4.72
Bi4.23C4.17Nb4.66Mg5.53La6.0,random,False,12.15,11.46
Sr3.02Y3.89Se4.43B1.15,random,False,11.17,10.86
La5.4H5.96Pb0.29C5.71,random,False,6.65,12.07
H2.47Co3.47Ni5.74Te1.57Se2.96,random,False,6.03,5.63
Sb0.15As2.48Fe1.67,random,False,5.66,5.5
Ba3.69Cu2.69O1.22,cuprate,False,38.63,35.34
Hg5.59Bi1.51Cu1.14O3.82,cuprate,False,30.83,30.03
S3.82Nb2.97,random,False,3.7,3.85
Sr4.72La1.39Cu1.12O2.97,cuprate,False,50.49,46.52
Ba3.49Mg0.11Ge5.13Te3.91,random,False,10.61,9.81
Nd1.48Cu5.49O4.44,cuprate,False,32.6,30.51
Bi5.07Cu3.82O3.91,cuprate,False,10.27,9.66
Te5.5Bi1.17Mg3.27O0.84,random,False,11.99,11.69
Y0.97Te0.42Zr2.65Ti5.36V1.77,random,False,13.16,13.47
Fe5.69Te0.61Y0.73,iron,False,9.33,9.23
C0.6Zr4.7Ba4.8P1.78,random,False,12.86,12.66
Bi3.65Tl4.03Cu4.9O4.37,cuprate,False,23.14,21.85
Ba0.33Cu2.44O5.97,cuprate,False,39.0,37.15
B4.82Ge5.32,random,False,6.17,6.28
Cu3.16Y4.32,random,False,9.49,9.01
Fe5.14Y3.57Si1.55Ca1.41,random,False,13.97,13.68
Tl5.68Cu2.01O1.48,cuprate,False,22.19,18.61
Tl4.5Fe2.89Se3.43V1.0,random,False,6.79,7.27
Y0.78Sr3.43Cu5.17O5.71,cuprate,False,56.74,51.39
Hg3.73Tl2.83Cu1.75O5.9,cuprate,False,49.99,45.59
Ti2.96Te5.87,random,False,3.86,4.03
Fe1.52As1.68Nd5.19,iron,False,5.21,5.15
F0.35Ca1.91,random,False,19.65,31.84
Tl2.46Ba0.37Cu2.18O3.65,cuprate,False,47.75,44.53
Ba3.05Mo0.12As0.61Fe5.02Tl5.71,random,False,7.2,6.95
Sr4.63Hg1.0Cu2.79O2.07,cuprate,False,51.25,46.82
F3.67Sr4.05Ca3.16Fe2.64,random,False,45.95,47.52
Sr1.79Cu0.91O3.9,cuprate,False,46.45,45.08
Fe1.18Se0.89La5.64,iron,False,5.97,5.96
Hg5.85Cu2.13O0.65,cuprate,False,26.96,27.96
Cu0.28Sb0.26H4.63,random,False,8.83,8.74
Ti2.85O2.18Pb5.0Y3.46Hg2.99,random,False,25.04,24.03
Cu3.27K3.61,random,False,5.09,5.36
Ni0.68Se2.18Sb4.45,random,False,2.82,3.06
Tl1.95Mg2.93Ni5.28La0.3Y4.97,random,False,9.89,9.64
K0.2B4.55Zr2.05O1.87,random,False,15.91,14.66
Hg1.07Cu4.35O1.29,cuprate,False,35.46,34.65
Sr2.8La0.71Cu3.52O3.13,cuprate,False,56.7,53.4
La1.46Cu4.04O4.26,cuprate,False,30.75,29.84
Fe1.66Te5.0Hg4.84,iron,False,6.22,6.33
Se4.21La5.76V4.42B2.78Sb2.29,random,False,7.58,6.83
Ba1.15Hg0.74Cu0.14O2.42,cuprate,False,63.74,53.24
Ba3.05Tl5.22Cu4.11O1.49,cuprate,False,47.59,43.44
S4.26Rb4.16Sb4.16Co4.96,random,False,5.67,6.04
Ba5.5Cu5.67O5.43,cuprate,False,48.01,46.51
Tl2.46O1.3Y2.31H3.44,random,False,16.45,15.3
As2.12Ba3.31Ge0.55Hg0.32,random,False,11.8,10.83
Bi2.19Nd4.46Cu2.04O0.84,cuprate,False,24.78,24.55
Y1.03Cu5.32O3.1,cuprate,False,34.67,34.33
Fe2.99Si4.26,random,False,7.67,7.69
Y0.21Sr3.31Cu3.96O3.08,cuprate,False,52.1,49.55
Fe3.14Te0.64Sr2.92,iron,False,9.87,9.35
La3.23Sr1.74Cu1.75O0.46,cuprate,False,40.78,37.29
Si2.27K4.47Cu5.84Nb5.21,random,False,6.5,6.32
Fe2.15Se5.11Bi1.15,iron,False,4.89,4.95
Hg2.01Cu4.15O1.18,cuprate,False,34.86,33.79
Hg5.68Tl1.57La4.63Te5.46,random,False,5.56,5.8
La1.37Cu0.47O5.05,cuprate,False,14.84,15.63
Tl3.0Nd2.94Cu4.14O1.57,cuprate,False,42.12,38.79
Fe4.08Te2.92Y1.82,iron,False,7.77,7.98
Y1.83C0.27Sn0.23Fe5.62,random,False,14.67,15.23
Ca0.68Cu1.52O4.55,cuprate,False,38.6,38.02
Ba1.05Ca1.46Cu4.06O5.89,cuprate,False,61.84,55.28
K3.32Tl5.44F5.4Fe5.15,random,False,26.93,23.84
Bi5.76Sr1.27S5.08Zr5.22,random,False,7.1,6.98
V5.79Y5.91Se4.44,random,False,5.9,5.88
Zr5.63B1.36C1.47Sr4.4,random,False,14.8,13.41
Y3.52Cu3.42O5.08,cuprate,False,36.04,34.26
Te2.13Zr3.03,random,False,3.43,3.83
Fe1.99P0.88Tl5.25,iron,False,5.38,5.55
Si2.99Hg4.83,random,False,7.12,7.49
Fe0.81P4.59Tl0.14,iron,False,6.6,6.72
Ca0.73Ge5.08C0.6Si4.42,random,False,9.08,17.5
Bi3.45S2.31Sr4.29Te0.51Se0.57,random,False,8.94,8.98
Ni2.89B1.37As1.98F4.25La1.05,random,False,11.74,11.24
Nd1.97Tl3.6Cu1.15O0.4,cuprate,False,30.57,29.85
Rb1.79V1.1S1.89Mo4.89,random,False,7.79,7.51
As4.89Mo0.69Hg2.85Bi0.24O2.52,random,False,14.0,13.51
Ca2.2Nd0.82Cu4.22O5.45,cuprate,False,56.25,51.75
Mo1.75Ba2.01O4.46Nb5.37Co2.27,random,False,15.3,15.72
Ni1.95Sn4.28La2.18C3.96,random,False,6.34,6.63
Rb4.93Mo5.26F5.13,random,False,8.39,7.88
Fe0.14Se1.54Y1.21,iron,False,6.27,6.67
H4.19C0.61P0.61V3.64Tl3.04,random,False,7.73,7.45
V3.77O2.33,random,False,5.19,5.35
Nd0.49Y0.15Cu4.78O5.65,cuprate,False,35.72,32.11
V2.22H1.13C0.79Fe1.22,random,False,7.13,7.13
Mg0.59Tl0.97,random,False,3.75,3.92
Y0.36Cu3.91O3.07,cuprate,False,32.85,28.2
Y1.6Cu1.59O1.35,cuprate,False,36.43,34.36
As0.83Hg0.16C4.56,random,False,6.31,6.34
Nb3.2Cu5.5,random,False,3.78,4.44
Ca2.63Cu3.8O1.88,cuprate,False,38.88,36.9
Fe5.39P4.97Bi1.75,iron,False,7.63,7.74
Y4.26Ba0.86Cu2.25O4.11,cuprate,False,54.83,43.49
Ca4.62Cu4.09O1.97,cuprate,False,37.36,30.33
Rb0.76S4.3,random,False,2.84,3.05
La4.08Nd1.73Cu3.31O3.14,cuprate,False,35.88,32.16
Y1.56Sn1.85As3.38Bi2.3,random,False,4.51,4.97
B2.41P4.07V1.53H3.78,random,False,6.41,6.74
Y2.95Sr0.58Cu3.03O2.89,cuprate,False,52.41,50.54
Fe3.1Se3.22La4.74,iron,False,6.24,6.01
Hg2.6Sn4.5,random,False,3.84,3.66
Ba3.59Cu1.02O5.2,cuprate,False,45.97,43.4
Ti1.13Ba1.01O5.32Sr1.27,random,False,22.92,23.05
Nd1.85Y2.05Cu2.73O0.26,cuprate,False,39.74,39.92
Sr5.34Tl0.2Hg3.63P3.95O5.66,random,False,28.57,25.56
B1.92Pb0.7,random,False,6.29,6.02
Rb4.1Cu3.26Bi4.4Tl0.91,random,False,6.56,7.16
Fe1.78Cu4.68Pb2.53As1.88,random,False,10.49,9.99
Hg3.4La5.46Cu3.78O3.54,cuprate,False,53.34,48.87
Ge2.93Rb1.3Pb1.01C5.32Mg4.94,random,False,13.49,14.25
B4.98Fe3.96P2.51,random,False,9.16,9.06
Te4.59C0.49Pb1.3,random,False,4.1,4.02
